text_id,product,sentiment,source,date_utc,response_id,extraction_error
j7jui71,gummies,positive,comment,2023-02-07 08:49:27+00:00,chatcmpl-DXxiD7PMQfxojVjP6Y1RrOVO4yoM4,
j7jui71,flower,positive,comment,2023-02-07 08:49:27+00:00,chatcmpl-DXxiD7PMQfxojVjP6Y1RrOVO4yoM4,
j6q55b2,vape,negative,comment,2023-02-01 02:31:15+00:00,chatcmpl-DXxiFtyCHVoSExkCpp9hx3QFKMN0H,
j6tir4e,,,comment,2023-02-01 19:57:50+00:00,chatcmpl-DXxiGA8aJAHzl9qEGaAEnVyv4POel,
j9h47e6,gummies,negative,comment,2023-02-21 22:55:25+00:00,chatcmpl-DXxiGq6lSIMx9SOPI5s9El4Qy370O,
j79fht0,,,comment,2023-02-05 02:22:47+00:00,chatcmpl-DXxiHxXTysWcWYdGryiqNBNEwrrHY,
j7hwa13,,,comment,2023-02-06 22:27:51+00:00,chatcmpl-DXxiINbzPJ8ppaL0O5jOSbpJEeqx6,
j71netz,,,comment,2023-02-03 12:57:09+00:00,chatcmpl-DXxiI64NWPvD585Gva65o65wXoEm7,
j6vh80a,,,comment,2023-02-02 04:06:58+00:00,chatcmpl-DXxiJgxJdME2lrFTqUAydAJvJcEJO,
j8s7pe7,oil,positive,comment,2023-02-16 16:11:04+00:00,chatcmpl-DXxiKJXsjwXt4kQX2snyUIzfrQUKb,
j7d50ow,gummies,neutral,comment,2023-02-05 22:30:39+00:00,chatcmpl-DXxiKD6T8cJtk0n5nlvUhjcnmyyuT,
j7xqn3k,oil,neutral,comment,2023-02-10 03:38:08+00:00,chatcmpl-DXxiLVkucp5Zl5dDzsynCv106hdQF,
j7xqn3k,gummies,neutral,comment,2023-02-10 03:38:08+00:00,chatcmpl-DXxiLVkucp5Zl5dDzsynCv106hdQF,
j7xqn3k,flower,negative,comment,2023-02-10 03:38:08+00:00,chatcmpl-DXxiLVkucp5Zl5dDzsynCv106hdQF,
j7b5xfd,gummies,neutral,comment,2023-02-05 14:16:33+00:00,chatcmpl-DXxiNqtWMwTOfS8gIlo8VPmFRe2XU,
j6vqijr,,,comment,2023-02-02 05:34:18+00:00,chatcmpl-DXxiOqrC77TnzI4SWWI3vDQAb8eDj,
j6wywn1,,,comment,2023-02-02 14:13:17+00:00,chatcmpl-DXxiOZxfOYJFqAosBKXevg8dEW0Q0,
j735y6a,oil,positive,comment,2023-02-03 19:06:33+00:00,chatcmpl-DXxiP5arjKVwd6Y5mjxedZGPav5pG,
j7adflm,vape,neutral,comment,2023-02-05 08:21:01+00:00,chatcmpl-DXxiPe0F20CAUo3bHKya70BKtC4aq,
j72iqqk,flower,negative,comment,2023-02-03 16:40:27+00:00,chatcmpl-DXxiQW456DORDDcq51z1hdgpQjHB6,
j6u3p0m,,,comment,2023-02-01 22:06:57+00:00,chatcmpl-DXxiRdo94RHCp1eZtXRhgdXruKM7a,
j8wokup,vape,negative,comment,2023-02-17 14:18:25+00:00,chatcmpl-DXxiR7w36CLEkrvSwN1fUBnCreUUJ,
ja736hh,,,comment,2023-02-27 09:25:26+00:00,chatcmpl-DXxiS50RtWEJt9FpVbEznsacdxZi9,
j8wkitt,vape,positive,comment,2023-02-17 13:47:46+00:00,chatcmpl-DXxiTYTxF8SFxsLR9FByjd77QjPIl,
j9m63kx,,,comment,2023-02-22 23:36:43+00:00,chatcmpl-DXxiTKr2wWZcf6dfs09NAeWZteTsp,
j8lvd9g,gummies,positive,comment,2023-02-15 06:56:29+00:00,chatcmpl-DXxiUO9LvCx3p9WQ5pHPtjT2ByHpx,
j8lvd9g,oil,neutral,comment,2023-02-15 06:56:29+00:00,chatcmpl-DXxiUO9LvCx3p9WQ5pHPtjT2ByHpx,
j7bdyn1,,,comment,2023-02-05 15:20:18+00:00,chatcmpl-DXxiVmmfIx31p8i02QUBMo1HEA3aA,
j6s6piu,,,comment,2023-02-01 14:59:11+00:00,chatcmpl-DXxiWKxgZOXfwz5YXLBDtvUxurmyk,
j6s1zxy,,,comment,2023-02-01 14:26:51+00:00,chatcmpl-DXxiWEIoGEGXXs9Id9FzoywdOUjwk,
j9bzoyh,,,comment,2023-02-20 20:31:16+00:00,chatcmpl-DXxiXBG7tJyhurossbVA1BUcEr8AY,
j6qpgun,,,comment,2023-02-01 05:20:06+00:00,chatcmpl-DXxiYeQs33T11WHOlkLi2kMBH2xbd,
j7fyb3c,,,comment,2023-02-06 14:56:28+00:00,chatcmpl-DXxiYw4kuxxcz2wGMiwDJHRew7HIb,
j821msd,,,comment,2023-02-11 01:16:08+00:00,chatcmpl-DXxiZ5vS5JJn7oxhb5KnprAp1gvC8,
j6vnqtx,gummies,neutral,comment,2023-02-02 05:06:24+00:00,chatcmpl-DXxiaZoz5jyAPGXkEJJZ4unpmia80,
j9sp6p0,,,comment,2023-02-24 07:33:18+00:00,chatcmpl-DXxibNGrsnRFYndlA104xzfkMPmXq,
ja8ywif,flower,positive,comment,2023-02-27 18:52:46+00:00,chatcmpl-DXxicqNX7xtjw0QMzhMo1UiryrLpC,
j7rrimr,,,comment,2023-02-08 23:04:41+00:00,chatcmpl-DXxidyiFJ6UnWW1GDhVnuKPcbhWnr,
j6yvjh9,,,comment,2023-02-02 21:29:12+00:00,chatcmpl-DXxier8De5ZjrXbEVwX8fFargPznx,
j718egt,flower,positive,comment,2023-02-03 09:58:53+00:00,chatcmpl-DXxifHPixoswgYG2wnt5XObk0CErc,
j718egt,gummies,neutral,comment,2023-02-03 09:58:53+00:00,chatcmpl-DXxifHPixoswgYG2wnt5XObk0CErc,
j6rvzmh,,,comment,2023-02-01 13:41:57+00:00,chatcmpl-DXxigESi2iT8vYCn0NeOlutiwbiQt,
j88rsoa,gummies,negative,comment,2023-02-12 14:35:22+00:00,chatcmpl-DXxih2h3bhFr3aOU6xStLUKVDFgZC,
j7qwx4l,,,comment,2023-02-08 19:52:09+00:00,chatcmpl-DXxiijheZAfdYFkIR9ayxkKNQO6qg,
j6uzhu8,,,comment,2023-02-02 01:51:12+00:00,chatcmpl-DXxiiG9TRspaMqwloa2in9rZqIDn7,
j6thqec,vape,negative,comment,2023-02-01 19:51:40+00:00,chatcmpl-DXxijRaUBz0wJpJdOnJeK0pmLsB6Q,
j6uet1j,vape,negative,comment,2023-02-01 23:21:25+00:00,chatcmpl-DXxikNnx2a8nt3hsAFc6L1d4JfsuF,
j7thj0q,,,comment,2023-02-09 07:44:40+00:00,chatcmpl-DXximjvjM7dSEKzahczmvZDqeUBTi,
j6vog38,oil,negative,comment,2023-02-02 05:13:18+00:00,chatcmpl-DXxinSj8ETHioiOHkLdb6svA9AX7u,
j7itk34,,,comment,2023-02-07 02:30:21+00:00,chatcmpl-DXxioOwMkhTbSuxuoWz3DRqIQ3bgU,
j7i9lyp,,,comment,2023-02-06 23:59:03+00:00,chatcmpl-DXxipat8qt234VO7TFCMRJrD5CleY,
j7uce3b,,,comment,2023-02-09 13:52:18+00:00,chatcmpl-DXxipZP5g00svkE6hyojyFWCDuL9j,
jabwpj3,,,comment,2023-02-28 09:04:28+00:00,chatcmpl-DXxiq5vcUgBlFzUsNhFuuusRhmrnN,
j8f9coz,,,comment,2023-02-13 21:44:11+00:00,chatcmpl-DXxirEritepXffCBM126zgdKNrClh,
j8sn5wb,oil,negative,comment,2023-02-16 17:50:41+00:00,chatcmpl-DXxirBKcwwGTyHzdJvExEyIXt4M6C,
j8sn5wb,gummies,positive,comment,2023-02-16 17:50:41+00:00,chatcmpl-DXxirBKcwwGTyHzdJvExEyIXt4M6C,
j6xccwx,oil,neutral,comment,2023-02-02 15:46:01+00:00,chatcmpl-DXxisLFr1E9AxrVFvzVCmOIsVX5OG,
j6sepjc,,,comment,2023-02-01 15:51:12+00:00,chatcmpl-DXxitx2DAlKNRgSnJseqV8v4WjVrJ,
j86oxul,,,comment,2023-02-12 01:15:24+00:00,chatcmpl-DXxius7JpeCEX3SMhz4K54ZT6DmSl,
j6tpd1c,oil,positive,comment,2023-02-01 20:38:21+00:00,chatcmpl-DXxiuQ4vOeW1SGQ9MeFekMZvgRKAR,
j6t1hnh,,,comment,2023-02-01 18:12:12+00:00,chatcmpl-DXxivwAewVW68ULmttzNTq9E0GyRY,
jacvuyu,vape,positive,comment,2023-02-28 15:09:16+00:00,chatcmpl-DXxiwY9OzVjz0HAYi26gzecUYvhco,
jacvuyu,oil,neutral,comment,2023-02-28 15:09:16+00:00,chatcmpl-DXxiwY9OzVjz0HAYi26gzecUYvhco,
jacvuyu,gummies,neutral,comment,2023-02-28 15:09:16+00:00,chatcmpl-DXxiwY9OzVjz0HAYi26gzecUYvhco,
jacvuyu,flower,positive,comment,2023-02-28 15:09:16+00:00,chatcmpl-DXxiwY9OzVjz0HAYi26gzecUYvhco,
j9lmsb9,topical,negative,comment,2023-02-22 21:31:48+00:00,chatcmpl-DXxixNeelKEKYhrPaXPonXoXD16ym,
j7rtpa6,gummies,negative,comment,2023-02-08 23:19:29+00:00,chatcmpl-DXxiyPaGMrgkSbFLELQVivyhqaZbS,
j6wwzaq,,,comment,2023-02-02 13:58:36+00:00,chatcmpl-DXxj0wrQZJjt2R9mrwN1j7CSgMKp9,
j6xiysu,,,comment,2023-02-02 16:28:09+00:00,chatcmpl-DXxj0BlBqHUSfX5AfRO7nje5V6Lyo,
j9a951b,flower,positive,comment,2023-02-20 13:18:47+00:00,chatcmpl-DXxj1iLldXso4ZqlF3M63cm8xw4r7,
j9a951b,gummies,positive,comment,2023-02-20 13:18:47+00:00,chatcmpl-DXxj1iLldXso4ZqlF3M63cm8xw4r7,
j8qmb4m,flower,positive,comment,2023-02-16 06:20:44+00:00,chatcmpl-DXxj3w9z3gPbjUy9HpYme61VG5TVe,
j8qmb4m,vape,positive,comment,2023-02-16 06:20:44+00:00,chatcmpl-DXxj3w9z3gPbjUy9HpYme61VG5TVe,
j82bqwn,,,comment,2023-02-11 02:36:35+00:00,chatcmpl-DXxj45p1RtJhan5HgZRIjZLXkeLwd,
j6u7dwz,,,comment,2023-02-01 22:31:18+00:00,chatcmpl-DXxj4NqLq4mFLyEknOxW3ZAqRKqNY,
j6q97a4,,,comment,2023-02-01 03:00:58+00:00,chatcmpl-DXxj5GhxDQ5V45YxO31CrY0JQSBPV,
j8a9ybp,,,comment,2023-02-12 20:49:20+00:00,chatcmpl-DXxj6WER3o3xzN9OxPop5ufiINhW5,
j6qysk0,,,comment,2023-02-01 07:04:01+00:00,chatcmpl-DXxj71HxaZFDzEZMZaryqbwT58Smy,
j6qm7tn,flower,negative,comment,2023-02-01 04:48:56+00:00,chatcmpl-DXxj713zM4XQ5EAVIObfRRAHWilr4,
j87g4r0,gummies,negative,comment,2023-02-12 05:08:45+00:00,chatcmpl-DXxj8CvPX4R4DBmTFPy03zvWSfAiT,
j87g4r0,oil,negative,comment,2023-02-12 05:08:45+00:00,chatcmpl-DXxj8CvPX4R4DBmTFPy03zvWSfAiT,
j87g4r0,flower,negative,comment,2023-02-12 05:08:45+00:00,chatcmpl-DXxj8CvPX4R4DBmTFPy03zvWSfAiT,
j6s1xfr,oil,positive,comment,2023-02-01 14:26:22+00:00,chatcmpl-DXxjALkqODl59WXbZIyzdJNhUL1hD,
j6vjcid,oil,positive,comment,2023-02-02 04:25:31+00:00,chatcmpl-DXxjA3x4fTrcgUPsEoBUxFi2cGQG9,
j7r8vyc,gummies,positive,comment,2023-02-08 21:06:07+00:00,chatcmpl-DXxjBiqJmNOVYleqikosL7WNQxzcz,
j7r8vyc,flower,neutral,comment,2023-02-08 21:06:07+00:00,chatcmpl-DXxjBiqJmNOVYleqikosL7WNQxzcz,
j9aafkg,gummies,positive,comment,2023-02-20 13:30:46+00:00,chatcmpl-DXxjCiv1OXQ2hNz9XnoH4On9rn9M4,
j9aafkg,oil,positive,comment,2023-02-20 13:30:46+00:00,chatcmpl-DXxjCiv1OXQ2hNz9XnoH4On9rn9M4,
j9n6ptt,vape,positive,comment,2023-02-23 04:10:55+00:00,chatcmpl-DXxjDEuTEyMpfVIVlUWqnyDprI3lh,
j9n6ptt,flower,positive,comment,2023-02-23 04:10:55+00:00,chatcmpl-DXxjDEuTEyMpfVIVlUWqnyDprI3lh,
j6uhdug,oil,positive,comment,2023-02-01 23:39:16+00:00,chatcmpl-DXxjEoUOlM8n26wZ9I732jjcop9S5,
j6uhdug,flower,positive,comment,2023-02-01 23:39:16+00:00,chatcmpl-DXxjEoUOlM8n26wZ9I732jjcop9S5,
j8bo5mo,oil,positive,comment,2023-02-13 02:53:00+00:00,chatcmpl-DXxjFV4c7scxdJLmVPBt10n5lTwTu,
j7op83z,,,comment,2023-02-08 08:53:50+00:00,chatcmpl-DXxjGSiKsfOERZ66EaXCWWEGu7ByQ,
j6uylmh,gummies,negative,comment,2023-02-02 01:44:34+00:00,chatcmpl-DXxjGXjoCY1zBJmXrQF58M0nZiltB,
ja81hwl,,,comment,2023-02-27 15:16:49+00:00,chatcmpl-DXxjHWQhAX435hR5eN6PekcS8Phjf,
j8jnff7,vape,negative,comment,2023-02-14 20:14:33+00:00,chatcmpl-DXxjIvtLnzc8Fzy5IhydatnMT4onu,
j8jnff7,flower,neutral,comment,2023-02-14 20:14:33+00:00,chatcmpl-DXxjIvtLnzc8Fzy5IhydatnMT4onu,
j81zrob,oil,positive,comment,2023-02-11 01:01:37+00:00,chatcmpl-DXxjJJAdphsTP5RB38eYmvWPXambx,
j6wm1f5,,,comment,2023-02-02 12:19:29+00:00,chatcmpl-DXxjKIOaBFFgjJLZ3bLDmXJfVmhsQ,
j6rxr5i,,,comment,2023-02-01 13:55:37+00:00,chatcmpl-DXxjL5gUDFs6rbWSXHCJvb8PrN6MX,
j74nj1d,flower,neutral,comment,2023-02-04 01:09:24+00:00,chatcmpl-DXxwGr3782QSpQ39oFrXH1ST6f6XR,
j74nj1d,vape,positive,comment,2023-02-04 01:09:24+00:00,chatcmpl-DXxwGr3782QSpQ39oFrXH1ST6f6XR,
j6ru9ld,,,comment,2023-02-01 13:28:03+00:00,chatcmpl-DXxwHeXBxRinonMGq3AlgvkoYoO5k,
j6sxx0p,,,comment,2023-02-01 17:50:38+00:00,chatcmpl-DXxwHw13dobG3opRHOGFqli7n7I4d,
j6swq3p,,,comment,2023-02-01 17:43:26+00:00,chatcmpl-DXxwIghWfEQbtAoNTDljuUixYU8az,
j8golsh,,,comment,2023-02-14 04:06:08+00:00,chatcmpl-DXxwJlFWhKcg93EdCEudJ4YuPBuAp,
ja37lie,oil,positive,comment,2023-02-26 14:47:14+00:00,chatcmpl-DXxwKsQ8IMrMTE11aeVAQwQXvaNyX,
j7rgpmr,,,comment,2023-02-08 21:54:05+00:00,chatcmpl-DXxwKuqwK7FsImdo1xcepsRZ5hnBa,
ja0t7m4,flower,negative,comment,2023-02-26 00:08:47+00:00,chatcmpl-DXxwL7Ps5nTUJQBG5S6vROkO90B8B,
ja0t7m4,vape,negative,comment,2023-02-26 00:08:47+00:00,chatcmpl-DXxwL7Ps5nTUJQBG5S6vROkO90B8B,
ja0t7m4,gummies,negative,comment,2023-02-26 00:08:47+00:00,chatcmpl-DXxwL7Ps5nTUJQBG5S6vROkO90B8B,
j6t4m8r,,,comment,2023-02-01 18:31:04+00:00,chatcmpl-DXxwMKHjAHxPnWJjPynlJR3xm9oa5,
j838z73,oil,positive,comment,2023-02-11 08:24:23+00:00,chatcmpl-DXxwN2yWvzIN9aLV9VB92VMSXNxvV,
j7civ7y,flower,positive,comment,2023-02-05 19:58:58+00:00,chatcmpl-DXxwNIT4Czn9mFKjtCYqMBZOHpaSr,
j7civ7y,gummies,negative,comment,2023-02-05 19:58:58+00:00,chatcmpl-DXxwNIT4Czn9mFKjtCYqMBZOHpaSr,
j7civ7y,oil,negative,comment,2023-02-05 19:58:58+00:00,chatcmpl-DXxwNIT4Czn9mFKjtCYqMBZOHpaSr,
j7fnwim,,,comment,2023-02-06 13:34:22+00:00,chatcmpl-DXxwPD7agOOxODJChxd6yjWw4NBNF,
j6u2ntu,gummies,negative,comment,2023-02-01 22:00:11+00:00,chatcmpl-DXxwQ9VxyjWOR6iWTMO5ZlUWzU01o,
j7kote1,,,comment,2023-02-07 14:29:12+00:00,chatcmpl-DXxwQL3mbcjxDNlUW2f6zBC55NgML,
j7zhkaw,vape,negative,comment,2023-02-10 14:52:45+00:00,chatcmpl-DXxwRgtuGCsOuixwezHyoRd599NwL,
j6t3cb0,oil,positive,comment,2023-02-01 18:23:27+00:00,chatcmpl-DXxwS2TpvdPeAE2oGktiqkyiFLXfX,
j6t3cb0,gummies,positive,comment,2023-02-01 18:23:27+00:00,chatcmpl-DXxwS2TpvdPeAE2oGktiqkyiFLXfX,
j6zrxan,oil,negative,comment,2023-02-03 01:12:08+00:00,chatcmpl-DXxwTaR6HgpGgboB7qOqtyFYWb7Tp,
j7ladhd,,,comment,2023-02-07 16:56:42+00:00,chatcmpl-DXxwUVdbMZpoE1tjJJemH19eOu0y3,
j6w8c21,,,comment,2023-02-02 09:20:13+00:00,chatcmpl-DXxwUNJQK9lsakvcKTiOZjnwWPj0f,
j6qaj53,flower,negative,comment,2023-02-01 03:11:06+00:00,chatcmpl-DXxwVNKeuqh85ala9ppJgjWO6RyAi,
j6qaj53,gummies,neutral,comment,2023-02-01 03:11:06+00:00,chatcmpl-DXxwVNKeuqh85ala9ppJgjWO6RyAi,
j6s27lp,,,comment,2023-02-01 14:28:20+00:00,chatcmpl-DXxwWWrfVsH0iPmb3cFqHBfNur9jE,
j80j2e0,,,comment,2023-02-10 18:58:21+00:00,chatcmpl-DXxwWWmxhu9KP8313Kj8YXg3KYP3X,
j7nrdu2,gummies,positive,comment,2023-02-08 03:01:55+00:00,chatcmpl-DXxwXSysnf0aO72Gksz1qxR0fSAhj,
j7nrdu2,flower,neutral,comment,2023-02-08 03:01:55+00:00,chatcmpl-DXxwXSysnf0aO72Gksz1qxR0fSAhj,
j81rgsm,gummies,positive,comment,2023-02-10 23:58:54+00:00,chatcmpl-DXxwY548mRuYpT05bfKjULxRipmR5,
j78ztt9,,,comment,2023-02-05 00:15:03+00:00,chatcmpl-DXxwZzJ0dQjlRCNdmPisQNRkzgZu2,
j6yef7m,,,comment,2023-02-02 19:43:11+00:00,chatcmpl-DXxwZWRlwkxqTKcEbpRgKPJD3vORM,
j6ze4dg,oil,neutral,comment,2023-02-02 23:31:55+00:00,chatcmpl-DXxwaeU3knVyNYOczMvbuodLlm2z4,
j6qlr83,vape,positive,comment,2023-02-01 04:44:43+00:00,chatcmpl-DXxwbYRU5kDSNlBh25ZXA5gaujyhA,
j8drmdf,,,comment,2023-02-13 15:48:24+00:00,chatcmpl-DXxwcVljUlCriQ3I9cjItZFGZSKZf,
j6shwlh,,,comment,2023-02-01 16:11:35+00:00,chatcmpl-DXxwdTfEXklVnfZpIrsy1JID8upe7,
j9f42lk,gummies,positive,comment,2023-02-21 13:50:24+00:00,chatcmpl-DXxwfW15r7oeKnUO8mkPE9m7cAmzv,
j8twldc,oil,positive,comment,2023-02-16 22:33:19+00:00,chatcmpl-DXxwfa5aa3YemuPe85UujqgA2JkBj,
j8sf4eg,gummies,negative,comment,2023-02-16 16:59:19+00:00,chatcmpl-DXxwg2yMM4PphpLLMzBs7o4jHEzDC,
j6z9hel,flower,positive,comment,2023-02-02 22:59:53+00:00,chatcmpl-DXxwhuyDsPxbpRZja6AdpVKC42vsv,
j95f5ny,,,comment,2023-02-19 11:10:49+00:00,chatcmpl-DXxwikW0dn7B80nBqLD8KfQXFurbi,
ja44pga,,,comment,2023-02-26 18:29:59+00:00,chatcmpl-DXxwj8fIFBZPK40ctgNFXLE9eZKMy,
j7ikmhh,gummies,negative,comment,2023-02-07 01:20:38+00:00,chatcmpl-DXxwkt44ZbXIhapXWvln4WiP21M90,
j7ikmhh,flower,positive,comment,2023-02-07 01:20:38+00:00,chatcmpl-DXxwkt44ZbXIhapXWvln4WiP21M90,
j81joj4,,,comment,2023-02-10 23:02:35+00:00,chatcmpl-DXxwlC7RpY3g9NW6lvb9StuOyKnFd,
j7pt4i4,,,comment,2023-02-08 15:36:36+00:00,chatcmpl-DXxwl7rkdo3H5UOnz5WEXshemAS4G,
j6u9cu9,,,comment,2023-02-01 22:44:31+00:00,chatcmpl-DXxwm4PFrRhXzKlekyLlJfX1h76f7,
j6zv8kb,,,comment,2023-02-03 01:37:29+00:00,chatcmpl-DXxwnngkKC3NmpjDXaljel9rttGEH,
j9cybj0,oil,positive,comment,2023-02-21 00:29:57+00:00,chatcmpl-DXxwnXseqTYba7I1Zm4H0HKcrvqYC,
j701jvy,,,comment,2023-02-03 02:25:17+00:00,chatcmpl-DXxwpkjWwsu6OPFvAzRhsEUaAsoVa,
j7ml0yh,gummies,neutral,comment,2023-02-07 21:56:04+00:00,chatcmpl-DXxwqufAJermZNHTKmzsxVG3jPyZ0,
j7ml0yh,vape,neutral,comment,2023-02-07 21:56:04+00:00,chatcmpl-DXxwqufAJermZNHTKmzsxVG3jPyZ0,
j7ml0yh,oil,neutral,comment,2023-02-07 21:56:04+00:00,chatcmpl-DXxwqufAJermZNHTKmzsxVG3jPyZ0,
j94u6xd,gummies,neutral,comment,2023-02-19 06:26:25+00:00,chatcmpl-DXxwr8RcNkok1xA7GVt5NCTik8D3C,
j88rlpn,,,comment,2023-02-12 14:33:46+00:00,chatcmpl-DXxwsIuGvpDIdr3hLz4p2bE0T5m4K,
j6swn2j,flower,neutral,comment,2023-02-01 17:42:56+00:00,chatcmpl-DXxwtuAvNw4gVbOUEvImhhT0Vcbkc,
j6swn2j,oil,neutral,comment,2023-02-01 17:42:56+00:00,chatcmpl-DXxwtuAvNw4gVbOUEvImhhT0Vcbkc,
j729qgq,,,comment,2023-02-03 15:42:35+00:00,chatcmpl-DXxwuZkmjlRo7s60PIdYs22kAdzQx,
j7czt6x,vape,positive,comment,2023-02-05 21:53:33+00:00,chatcmpl-DXxwu0zKRPDNgShEw4nrFqz7BjmOA,
j6ud75g,vape,negative,comment,2023-02-01 23:10:25+00:00,chatcmpl-DXxwvDKZxORof4MBlrDZrVBm5EBiP,
j6zi3jo,,,comment,2023-02-03 00:00:11+00:00,chatcmpl-DXxwwJb1p1PqnT50NZ2MMDxdP6hWG,
j71gejr,flower,positive,comment,2023-02-03 11:44:28+00:00,chatcmpl-DXxwxV2zZ77bnIt1TLJu36UVZ5ZcI,
j71gejr,gummies,neutral,comment,2023-02-03 11:44:28+00:00,chatcmpl-DXxwxV2zZ77bnIt1TLJu36UVZ5ZcI,
j7q449v,gummies,positive,comment,2023-02-08 16:48:49+00:00,chatcmpl-DXxwyTwfeS6jKqP1seRnlpH0sDJwU,
j7xm7gu,,,comment,2023-02-10 03:02:02+00:00,chatcmpl-DXxwzFS1nq4iUxNwB2atlohFAidTJ,
j9uyau6,flower,positive,comment,2023-02-24 19:12:50+00:00,chatcmpl-DXxx0mc8rb4NuWxp3hpwHh20Uy2mN,
j9uyau6,vape,positive,comment,2023-02-24 19:12:50+00:00,chatcmpl-DXxx0mc8rb4NuWxp3hpwHh20Uy2mN,
j7yv6ns,,,comment,2023-02-10 11:35:56+00:00,chatcmpl-DXxx1UT5rpAz9vErS1jGmbQ5XCxTS,
j6sq7rn,oil,positive,comment,2023-02-01 17:03:37+00:00,chatcmpl-DXxx1AmyxLJnWLpCuZ67mWCyIBICG,
j6sk394,oil,positive,comment,2023-02-01 16:25:26+00:00,chatcmpl-DXxx2V8VUmtMSgiAbsj3mLSFgmzdR,
j7stocs,,,comment,2023-02-09 03:43:25+00:00,chatcmpl-DXxx3P5o8OSRGYLhTPDxJRvwKtdTy,
j8gv9tj,gummies,positive,comment,2023-02-14 05:08:22+00:00,chatcmpl-DXxx4uuJsTasw2uWdZfvouTJnGxfC,
j75la8e,oil,negative,comment,2023-02-04 06:10:00+00:00,chatcmpl-DXxx5qF7swPUqsrlqAJOf5xCmgOSl,
j6to8f9,flower,neutral,comment,2023-02-01 20:31:19+00:00,chatcmpl-DXxx6S5u6Z8L0QWnivegNKVjIGGqG,
j7x4don,,,comment,2023-02-10 00:45:43+00:00,chatcmpl-DXxx618xWOCLhnGqLDOhRMbKiYzCe,
j89k945,,,comment,2023-02-12 17:55:19+00:00,chatcmpl-DXxx7yzmpVZqiLwzhbioWKM416BG4,
j8l2ml8,,,comment,2023-02-15 02:19:07+00:00,chatcmpl-DXxx8OEACpL9318iyFkGSVz9Frqx4,
j707r0x,,,comment,2023-02-03 03:13:34+00:00,chatcmpl-DXxx9bcUvJnqFDlXMh1UY1KxRMMn1,
j6ykafp,vape,negative,comment,2023-02-02 20:19:46+00:00,chatcmpl-DXxxA9nQstdrxPeTfEfgTmeHprGdQ,
jaagjzb,,,comment,2023-02-28 00:45:35+00:00,chatcmpl-DXxxAdGdU1UtJDIwGBMw65wyPQS99,
j8mzt8q,,,comment,2023-02-15 14:40:15+00:00,chatcmpl-DXxxBwpecRvL7xrmNpk5j8ePZl3oi,
j8fawoc,,,comment,2023-02-13 21:54:09+00:00,chatcmpl-DXxxC5UBjwRIaOXPQpJeqyS3jDYFU,
j9f511e,gummies,positive,comment,2023-02-21 13:58:08+00:00,chatcmpl-DXxxCJYcdY04Q2EIhiupV3etR9hfp,
j8av8ny,oil,positive,comment,2023-02-12 23:21:11+00:00,chatcmpl-DXxxEaS9LOhzvzHPBssgEI68PNuOW,
j8av8ny,topical,positive,comment,2023-02-12 23:21:11+00:00,chatcmpl-DXxxEaS9LOhzvzHPBssgEI68PNuOW,
j8av8ny,vape,positive,comment,2023-02-12 23:21:11+00:00,chatcmpl-DXxxEaS9LOhzvzHPBssgEI68PNuOW,
j6sxxr5,vape,neutral,comment,2023-02-01 17:50:45+00:00,chatcmpl-DXxxFcngQ95mf2Ytc9QBwz0bar8Rw,
j9cldit,,,comment,2023-02-20 22:56:06+00:00,chatcmpl-DXxxFMxZVD99YN3TSQqY6yHv73csM,
j890nbf,flower,positive,comment,2023-02-12 15:41:32+00:00,chatcmpl-DXxxGy27GMsvXiYgI52ax7qv3nboR,
j890nbf,vape,positive,comment,2023-02-12 15:41:32+00:00,chatcmpl-DXxxGy27GMsvXiYgI52ax7qv3nboR,
j6wyuuu,,,comment,2023-02-02 14:12:56+00:00,chatcmpl-DXxxHDF9IoeI5gg4lByl326Q7vjo0,
j6qt8o4,,,comment,2023-02-01 05:59:16+00:00,chatcmpl-DXxxIhOBd3RAT9tblQHxwbq5tPWGe,
j9c1ept,vape,positive,comment,2023-02-20 20:42:20+00:00,chatcmpl-DXxxJGWqVkNmGzRa11afXGra590tK,
j6sbc1g,flower,negative,comment,2023-02-01 15:29:22+00:00,chatcmpl-DXxxLqdVr67pmJSkmJEmyZnpgks7N,
j6sbc1g,gummies,positive,comment,2023-02-01 15:29:22+00:00,chatcmpl-DXxxLqdVr67pmJSkmJEmyZnpgks7N,
j6sbc1g,vape,neutral,comment,2023-02-01 15:29:22+00:00,chatcmpl-DXxxLqdVr67pmJSkmJEmyZnpgks7N,
j6te7fp,,,comment,2023-02-01 19:30:07+00:00,chatcmpl-DXxxMOpocepSZmCX5eqPJTmCqq6pW,
j8tmgl6,vape,positive,comment,2023-02-16 21:29:38+00:00,chatcmpl-DXxxNMo1TRxrKLFM7BdTT4PVi9Hd0,
j8sh0g8,vape,neutral,comment,2023-02-16 17:11:37+00:00,chatcmpl-DXxxNPt0Qd9bK0eWuVkpyBLZlx4Rn,
j8sh0g8,flower,positive,comment,2023-02-16 17:11:37+00:00,chatcmpl-DXxxNPt0Qd9bK0eWuVkpyBLZlx4Rn,
j754wf0,,,comment,2023-02-04 03:30:01+00:00,chatcmpl-DXxxObF37KyIttveYLEBRUg5DmQPJ,
j7bzbo7,gummies,neutral,comment,2023-02-05 17:48:13+00:00,chatcmpl-DXxxPzoeVNHccZd13ePwyPIvQJpUj,
